,acc_id,acc_date,acc_state,acc_city,fix_port,source,bus_type,industry_sector,device_category,device_type,tradename_or_generic,manufacturer,num_injured,age_youngest,gender,acc_desc,injury_desc,report,category,mechanical,op_error,employee,notes,year,Address
6973,919853,2002-07-31,CA,Santa Clara,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,Flying Dutchman,Vekoma,1,0.0,U,Unknown,Unknown,0,Unknown (not enough info),False,False,False,0,2002,"Santa Clara, CA"
8092,919554,2002-04-02,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Boat ride,boat ride,Arrow Dynamics,1,8.0,M,Child chipped his front tooth while ridng.,Chipped tooth.  Treated by dentist.,0,Impact: hit something within ride vehicle,False,False,False,0,2002,"Anaheim, CA"
3000,918608,2005-07-21,CA,San Dimas,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Water slide - undefined,waterslide,Pacific Custom Pools,1,36.0,F,Guest stated that she hit her head while riding slide #1 of ***. Guest stated that she would be seeking further medical treatment.,head injury,0,Impact: hit something in participatory attraction,False,False,False,0,2005,"San Dimas, CA"
4496,911677,2004-07-04,TX,0,F,Texas Dept. of Insurance,Water park,water park,aquatic play,Aquatic play area,water play structure,0,1,0.0,F,bumped into another guest while on ride,Pin to head,0,Collision: patrons collided (participatory),False,False,False,Precautionary transport for further evaluation by a physician,2004,"0, TX"
7214,910746,2002-07-14,NJ,Pt. Pleasant,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,spinning,Himalaya-type,Himalaya,Mack Rides,1,5.0,F,Patron was sitting in the Musik Express car with her sibling and cousin waiting for the ride to begin.  The lap bar came down on it's own and slammed down on patron's left pinky finger cutting in.,Finger,0,Load/Unload: hit or pinched by restraint,False,False,False,0,2002,"Pt. Pleasant, NJ"
5152,910226,2003-09-13,NJ,Bayville,F,New Jersey Dept. of Community Affairs,Amusement park,recreation,go-kart,Go-kart,go kart,Thriller,1,14.0,U,"Pulled into pit area was bumped by another car. Patron's head went back hitting back of seat. That night went to emergency room, then docotr's office next day. No accidents reported that Saturday night.",Head injury,0,Collision: patron-controlled vehicles,False,False,False,0,2003,"Bayville, NJ"
11803,906066,2000-06-17,NJ,Englishtown,P,New Jersey Dept. of Community Affairs,Carnival or rental,recreation,inflatable,Inflatable slide,Titanic Slide,Cutting Edge Creations,1,10.0,F,She was going down the slide and she stated that her leg twisted back under her.,Right leg hurt below knee,0,Impact: hit something in participatory attraction,False,False,False,Inadvertent Rider Mishap,2000,"Englishtown, NJ"
7123,910764,2002-07-20,NJ,North Wildwood,F,New Jersey Dept. of Community Affairs,Amusement park,water park,float attraction,Lazy river,lazy river,In-house,1,4.0,F,"Guest guardian stated that while floating in the lazy river the guest hit her right knee, 2nd metrasal was swollen and very painful.",Contusion,0,Impact: hit something in participatory attraction,False,False,False,0,2002,"North Wildwood, NJ"
5678,909844,2003-07-10,TX,ARLINGTON,F,Texas Dept. of Insurance,Water park,water park,water slide,Tube slide,tube slide,Surf Coaster,1,22.0,F,Fell off raft and hit slide,Strain,0,"Fall: patron fell off inner tube, mat or board",False,False,False,0,2003,"ARLINGTON, TX"
7148,909606,2002-07-18,TX,NEW BRAUNFELS,F,Texas Dept. of Insurance,Water park,water park,water slide,Speed slide,speed slide,0,1,47.0,M,Bumped toe at start of ride,Pain to right great,0,Impact: hit something in participatory attraction,False,False,False,Precautionary transport for further evaluation by a physician,2002,"NEW BRAUNFELS, TX"
3088,911500,2005-07-13,TX,0,P,Texas Dept. of Insurance,Carnival or rental,amusement ride,other attraction,Sky ride/ski lift,sky ride,0,1,81.0,F,Fell while trying to get on sky ride.,"Left arm swollen, complains of moderate pain",0,Load/Unload: scrape or stumble,False,False,False,0,2005,"0, TX"
11911,906157,2000-06-07,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - family/kiddie,Family Gravity Coaster,Zamperla,1,6.0,M,Guest mother states that guest was riding coaster and the head of coyote tipped into his car bumping him in the head.   Ride was shut down.,Minor contusion to right ear,0,Equipment failure,True,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
351,918286,2007-09-08,CA,Buena Park,F,California Division of Occupational Safety and Health,Water park,water park,wave device,Wave pool,wave pool,Wave Tek,1,39.0,M,Guest bumped into wall of pool after being pushed by a wave. Guest complained of pain to toe.,toe pain,0,Impact: hit something in participatory attraction,False,False,False,0,2007,"Buena Park, CA"
10123,897419,2001-05-20,FL,Jacksonville,F,Florida Dept. of Agriculture,Family entertainment center,recreation,go-kart,Go-kart,go kart,0,1,0.0,U,Claims bumped/ husband requested EMS/Amb.,neck/headache,0,Collision: patron-controlled vehicles,False,False,False,0,2001,"Jacksonville, FL"
7513,919028,2002-06-26,CA,Santa Clara,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,stand-up coaster,Bolliger & Mabillard,1,0.0,F,"Patron's leg was caught in the air gate as she backed up to get into line while the gates were closing.  The girl had entered the ride area, but the ride was full.  She started to back up into the queue as the gates were closing.  She squeezed her body through, but her leg stuck in the gate.  Her knee was stuck for approximately 10-15 seconds before the gates opened.",Knee injury.  On crutches for 1 week.,0,Entrapment or pinch-point,False,False,False,State investigators required that additional verbal instruction be given to guests in the queue.,2002,"Santa Clara, CA"
600,916769,2007-07-28,WI,0,P,"Wisconsin Dept. of Commerce, Safety and Building Division",Carnival or rental,amusement ride,other attraction,Sky ride/ski lift,Sky Glider,"O.D. Hopkins Associates, Inc.",1,63.0,M,Patron got right leg pulled under chair after sitting down to ride the Sky Glider.,Sprain knee,0,Entrapment or pinch-point,False,False,False,0,2007,"0, WI"
6902,910990,2002-08-03,NJ,Pt. Pleasant,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,cars & track rides,Bumper car,bumper cars,Bertazzon 3B SLR,1,8.0,F,"Patron was driving a Bumper Car, she bumped her car into another and hit her chest/stomach area against the lap bar.",Sorness in Sternum,0,Collision: patron-controlled vehicles,False,False,False,0,2002,"Pt. Pleasant, NJ"
4636,914087,2004-06-19,NJ,Wildwood,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,spinning,Carousel,carousel,Zamperla,1,4.0,M,"The family of the guest stated that while guest was riding, he put his head back and bumped an object causing laceration to the head. Treated and released to hospital via personnel transportation.",0,0,Impact: hit something within ride vehicle,False,False,False,Inadvertent Rider Mishap,2004,"Wildwood, NJ"
8209,901072,2001-11-24,TX,Houston South,F,Texas Dept. of Insurance,Family entertainment center,recreation,go-kart,Go-kart,go kart,"Formula K Raceway, Inc.",1,6.0,M,Guest Guest was driving in family kart when another kart going the wrong way hit their kart straight-on.,Pain,0,Collision: patron-controlled vehicles,False,False,False,Treated with EMS transport/hospital.,2001,"Houston South, TX"
10200,898379,2001-05-11,CA,0,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - family/kiddie,family/kiddie coaster,"Miler Coaster, Inc.",1,3.0,U,Child was riding with Mom.  Mom was thrown against child due to the forces of the ride.  Child complained of an injured left shoulder.,Injured left shoulder.  Paramedics transported to ER.,0,Collision: patrons collided within vehicle,False,False,False,DOSH ordered additional padding and operator training on proper seating procedure.,2001,"0, CA"
8051,909494,2002-04-26,TX,ARLINGTON,F,Texas Dept. of Insurance,Amusement park,amusement ride,coaster,Coaster - steel,inverted coaster,Bolliger & Mabillard,1,11.0,F,Jostled by ride,Strain,0,Body pain (normal motion),False,False,False,No confirmed medical,2002,"ARLINGTON, TX"
8229,919482,2001-11-06,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,In-house,1,2.0,M,"Mother states that she sat on the child's leg while getting into the vehicle, bruising the child's right leg.",Contusion to right leg.,0,Load/Unload: scrape or stumble,False,False,False,0,2001,"Anaheim, CA"
11115,905492,2000-07-26,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,water ride,Flume ride,flume ride,"O.D. Hopkins Associates, Inc.",1,6.0,F,Guest stated that when she went down one of the hills on the phloom she bumped into the front padding of the log.,Bleeding,0,Impact: hit something within ride vehicle,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
820,916080,2007-06-22,NJ,Williamstown,P,New Jersey Dept. of Community Affairs,Carnival or rental,amusement ride,other attraction,Walk-through,Castlemania,Childress,1,3.0,M,Went into castle jumped into ball pit. Pt. went to climb rope and could not put weight on his leg. Applied ice.,0,0,Body pain (normal motion),False,False,False,Inadvertent Rider Mishap,2007,"Williamstown, NJ"
9976,900863,2001-06-04,TX,0,F,Texas Dept. of Insurance,Water park,water park,water slide,Speed slide,speed slide,In-house,1,9.0,F,Unknown cause,Twisted knee at end of ride,0,Body pain (normal motion),False,False,False,Precautionary trnasport for further evaluation by physician,2001,"0, TX"
11018,905409,2000-08-01,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,Zyklon,Pinfari,1,10.0,M,"Guest was exiting the ride and tripped, causing him to fall and land on his face. As a result, his canine tooth pierced through his upper lip.",Laceration/puncture,0,Load/Unload: scrape or stumble,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
5051,912036,2003-11-04,FL,Orlando,F,Florida Dept. of Agriculture,Sports or recreation facility,recreation,challenge activity,Water ski tow,water ski tow,0,1,35.0,M,A 35 year old male complained of back pain after landing awkwardly when he attempted a jump at the *** facility in Orlando.,Back pain,0,Body pain (normal motion),False,False,False,0,2003,"Orlando, FL"
10744,905168,2000-08-20,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,water park,float attraction,Lazy river,lazy river,In-house,1,23.0,M,"Guest stated he cut his heel on the suction pipe (there is no suction pipe, there are jets which are countersunk into the concrete. All were checked and all were fine.)",Abrasion/friction burn,0,Impact: hit something in participatory attraction,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
4227,918031,2004-07-29,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,Custom Coasters Int.,1,16.0,F,"Guest with history of seizures had onset of stomach cramps while on ride. Just getting off ride and going down stairs, guest went into seizure.",seizure,0,Illness: Seizure or LOC,False,False,False,0,2004,"Buena Park, CA"
10272,898362,2001-04-15,CA,0,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Flume ride,flume ride,Arrow Dynamics,3,28.0,U,Routine emergency stop caused guests' log to stop at bottom of lift #2.  Another log collided with it.  Guests reported neck pain.,"3 patrons suffered neck injuries, ages 28, 40, and 53.  Transported to ER.",0,Unscheduled stop,True,False,False,0,2001,"0, CA"
3492,919778,2005-05-29,CA,Roseville,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Bowl slide,ProBowl,Pro Slide,1,0.0,U,Unknown,Unknown,0,Unknown (not enough info),False,False,False,0,2005,"Roseville, CA"
8469,906436,2001-08-30,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,mega coaster,Bolliger & Mabillard,1,40.0,U,Patron felt neck discomfort after exiting the ride.,Neck Pain,0,Body pain (normal motion),False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
8674,909098,2001-08-18,MI,0,P,Michigan Dept. of Labor and Economic Growth,Carnival or rental,amusement ride,spinning,Ferris/gondola wheel,Hy 5 Ferris Wheel,Eli Bridge Co.,1,0.0,U,"According to several witnesses, the two patrons were standing up & rocking the seat.  Patrons were in seat #5 and near the top.",Unknown,0,Unknown (not enough info),False,False,False,0,2001,"0, MI"
3996,915241,2004-08-22,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,water park,water slide,Mat slide,racing slide,Waterworld Products Inc.,1,14.0,U,Complained of lower back injury.,0,0,Unknown (not enough info),False,False,False,Inadvertent Rider Mishap,2004,"Clementon, NJ"
10946,905348,2000-08-06,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,vertical drop,Drop tower,Frog Hopper,S&S Worldwide,1,7.0,M,"As ride came to end, injured lifted up both hands to have lap bar released. Left hand was struck by bar pushing hand back to the backdrop scenery. Left hand was squeezed againt scenery causing injury.","Left hand swelled, possible broken finger",0,Load/Unload: hit or pinched by restraint,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
10425,904916,2000-11-21,NJ,0,F,New Jersey Dept. of Community Affairs,Family entertainment center,recreation,play equipment,Play structure,Foam Factory,SCS Interactive,1,6.0,M,Patron was on the 3rd level of ride when he said he fell back hitting his head on the floor.,Cut on back of head,0,Fall: in climb or play area,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
9038,909281,2001-07-29,WI,0,P,"Wisconsin Dept. of Commerce, Safety and Building Division",Carnival or rental,amusement ride,other attraction,Sky ride/ski lift,Sky Glider,"O.D. Hopkins Associates, Inc.",1,4.0,F,unknown,Abrasions to knees and elbow,0,Unknown (not enough info),False,False,False,0,2001,"0, WI"
10641,905071,2000-08-26,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,water park,water slide,Tube slide,tube slide,Waterworld Products Inc.,1,34.0,F,"Patron was walking up steps, she tripped over step and hurt her left ankle.",Pain in lower left ankle,0,Load/Unload: scrape or stumble,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
8534,906484,2001-08-26,NJ,0,F,New Jersey Dept. of Community Affairs,Water park,water park,water slide,Water slide - undefined,waterslide,Pro Slide,1,5.0,F,Patron bumped head on slide while riding.,Head Pain,0,Impact: hit something in participatory attraction,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
2131,916284,2006-05-13,TX,0,F,Texas Dept. of Insurance,Amusement park,amusement ride,water ride,Shoot the chute,shoot the chute,"O.D. Hopkins Associates, Inc.",1,9.0,F,One inch gash on forehead.,Was running across bridge and fell.,0,Load/Unload: scrape or stumble,False,False,False,0,2006,"0, TX"
8453,906425,2001-08-31,NJ,0,F,New Jersey Dept. of Community Affairs,Water park,water park,water slide,Water slide - undefined,waterslide,WhiteWater West Industries Ltd.,1,13.0,M,Patrons head was bumped by another guest while riding.,Head Pain,0,Collision: patrons collided (participatory),False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
1167,916931,2006-12-03,FL,0,F,Florida Dept. of Agriculture,Family entertainment center,recreation,go-kart,Go-kart,go kart,0,1,16.0,M,Sixteen year old male was injured while operating a kart on the track when another kart struck his kart.,0,0,Collision: patron-controlled vehicles,False,False,False,PATRON-IMPROPER OPERATION,2006,"0, FL"
4329,914158,2004-07-17,NJ,Seaside Heights,F,New Jersey Dept. of Community Affairs,Amusement park,water park,water slide,Tube slide,tube slide,Waterworld Products Inc.,1,11.0,M,Pt. Was slowing down slide B and stood up to soon causing him to flip around in the run out.,0,0,Impact: hit something in participatory attraction,False,False,False,Misbehavior of Rider,2004,"Seaside Heights, NJ"
8214,898638,2001-11-17,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Carousel,carousel,In-house,1,4.0,F,Child was pushed into the tail of a horse by another child while getting on the ride.,Injury to eye.  Treated at *** Hospital.,0,Load/Unload: scrape or stumble,False,False,False,0,2001,"Anaheim, CA"
9446,907081,2001-07-08,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,vertical drop,Drop tower,Jumpin' Star,Zamperla,1,6.0,F,Patron bumped left wrist on lap bar.,Wrist pain,0,Impact: hit something within ride vehicle,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
1488,916373,2006-08-06,TX,0,F,Texas Dept. of Insurance,Water park,water park,wave device,Wave pool,wave pool,0,1,23.0,F,Laceration,Cut on plastic piece from exit mat,0,Impact: hit something in participatory attraction,False,False,False,0,2006,"0, TX"
1326,916746,2006-08-29,WI,Green Bay,F,"Wisconsin Dept. of Commerce, Safety and Building Division",Amusement park,recreation,play equipment,Slide,dry slide,Magic Mountain,1,0.0,M,Patron rubbed backs of both hands against slide lane while sliding down slide.,Friction burn to hands,0,Burn (includes friction burn),False,False,False,0,2006,"Green Bay, WI"
1814,917063,2006-07-02,FL,Jacksonville,F,Florida Dept. of Agriculture,Family entertainment center,water park,water slide,Water slide - undefined,waterslide,0,1,37.0,M,Thirty seven year old male was injured while on water slide.,0,0,Impact: hit something in participatory attraction,False,False,False,PATRON-LOST CONTROL,2006,"Jacksonville, FL"
10059,907438,2001-05-28,NJ,0,F,New Jersey Dept. of Community Affairs,Family entertainment center,recreation,go-kart,Go-kart,go kart,Kreative Karts,1,18.0,F,"Due to excessive bumping, a kart driven by a friend went over the bumper of the kart driven by the injured person. the friends kart bumper made contact with the injured persons face.",Bruised face,0,Collision: patron-controlled vehicles,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
9198,909324,2001-07-21,CA,Vallejo,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Spinning cups/tubs,tea cups,Zamperla,1,42.0,F,Patron complained of headache and numbness on her left side after two consecutive rides.,Patron died three days later from Spontaneous Thalamic Hemorrhage,https://saferparksdata.org/sites/default/files/accident_reports/CA_909324.pdf,Illness or neurological symptoms,False,False,False,"Although no autopsy was performed, doctors concluded that the hemorrhage was unrelated to the ride, probably caused by a pre-existing anatomical vascular defect.",2001,"Vallejo, CA"
11294,905633,2000-07-15,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,other attraction,Sky ride/ski lift,sky ride,Poma Skyrides & Monorails,1,12.0,M,"Ride operator was lifting the lap bar, guest leaned forward and the bar hit his chin causing him to bite his lip.",Bleeding,0,Load/Unload: hit or pinched by restraint,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
2025,918305,2006-06-05,CA,Buena Park,F,California Division of Occupational Safety and Health,Water park,water park,wave device,Wave pool,wave pool,Wave Tek,1,9.0,F,Child facing away from waves fell down and injured teeth. Father stated he would seek dental attention.,injured teeth,0,Load/Unload: scrape or stumble,False,False,False,0,2006,"Buena Park, CA"
12015,906233,2000-05-25,NJ,0,F,New Jersey Dept. of Community Affairs,Water park,water park,water slide,Speed slide,speed slide,Waterworld Products Inc.,1,0.0,F,The impact of entering the splash pool caused pain in lower back.,Back pain,0,Body pain (normal motion),False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
9842,907326,2001-06-15,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,water park,aquatic play,Aquatic play area,water play structure,NBGS International,1,6.0,F,"HGuest tripped on the steps on her way to the top of the fort, hitting her head on the step in front of her.",Bleeding,0,Load/Unload: scrape or stumble,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
586,916499,2007-07-30,TX,0,F,Texas Dept. of Insurance,Amusement park,amusement ride,coaster,Coaster - steel,inverted coaster,Bolliger & Mabillard,1,32.0,M,Unknown,Guest stated he was unable to move his extremities after riding the Great White,0,Body pain (normal motion),False,False,False,0,2007,"0, TX"
8849,906702,2001-08-08,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,water park,water slide,Gang slide,gang slide,In-house,1,5.0,F,"Patron was walking up the gang slide steps another quest knoked into him causing him to fall, hitting his chin on the steps patron had 1/2"" laceration on the chin.",Bleeding,0,Collision: patrons collided (participatory),False,False,False,Rider Hit by Others,2001,"0, NJ"
5798,909757,2003-06-27,TX,AMARILLO,F,Texas Dept. of Insurance,Amusement park,amusement ride,water ride,Shoot the chute,shoot the chute,"O.D. Hopkins Associates, Inc.",1,8.0,M,Guest was on the bridge waiting for wave to hit; fell when the wave hit.,Cut,0,Injured in queue or exit,False,False,False,0,2003,"AMARILLO, TX"
10219,897423,2001-05-05,FL,Pensacola,F,Florida Dept. of Agriculture,Amusement park,recreation,go-kart,Go-kart,go kart,0,1,36.0,F,rearended,"C/o neck pain, trt & released",0,Collision: patron-controlled vehicles,False,False,False,0,2001,"Pensacola, FL"
10033,898395,2001-05-29,CA,0,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Flume ride,flume ride,Arrow Dynamics,1,14.0,U,"Guest avulsed palm.  She claimed someone in her log splashed water on her, so she attempted to splash water on them.","1"" laceration of palm just below thumb.  Taken to *** Medical Center.",0,Impact: extremity hit something outside carrier,False,False,False,0,2001,"0, CA"
3895,917400,2004-09-04,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Rafting ride,rafting ride,Intamin AG,1,38.0,F,Guest injured her neck while on the ride.,injured neck,0,Body pain (normal motion),False,False,False,0,2004,"Anaheim, CA"
10542,904985,2000-09-02,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,spinning,Tornado-type,Tornado,"Wisdom Industries, Ltd.",1,28.0,M,"At the conclusion of the ride, the lap bar opened and caused him to receive a laceration on his right hand.",Laceration/puncture,0,Load/Unload: hit or pinched by restraint,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
4015,914261,2004-08-20,NJ,Jackson,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,pendulum,Pirate ship,Bounty,Intamin AG,1,37.0,F,Guest stated that ride ended she placed both of her arms and hands across the back of her seat with fingers/hand dangling over back. Safety bar from rear seat came up and caught her finger.,Pinched finger,0,Load/Unload: hit or pinched by restraint,True,False,False,Product failure,2004,"Jackson, NJ"
551,913878,2007-08-03,PA,0,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,spinning,Himalaya-type,Musik Express,Mack Rides,1,16.0,F,Patron felt that she was slipping and put her foot up on the car in front of her to brace herself. She heard a snap and started experiencing pain in her leg.,"Pain in lower part of the right leg, no deformation",0,Impact: extremity hit something outside carrier,False,False,False,0,2007,"0, PA"
2814,912317,2005-08-05,MI,Lapeer,F,Michigan Dept. of Labor and Economic Growth,Water park,water park,water slide,Water slide - undefined,waterslide,0,1,38.0,F,Injured was unconscious as she reached the slide bottom.  Later reported head pain on right side.,0,0,Illness: Seizure or LOC,False,False,False,Unknown cause.,2005,"Lapeer, MI"
2924,914742,2005-07-26,NJ,Jackson,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,Custom looping coaster,Arrow Dynamics,1,0.0,U,"Original cause was an e-stop because of a guest in a restricted area. When the ride was re-started, a block discrepancy appeared in the block brakes. Block discrepancy in the block brakes.Cleared the discrepancy and cycled.",0,0,Unscheduled stop,False,False,False,Misbehavior of Rider,2005,"Jackson, NJ"
734,916165,2007-07-09,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,water park,aquatic play,Aquatic play area,water play structure,NBGS International,1,0.0,U,Patron stated was playing in Kiddie Pool. Patron slipped and hit his head on concrete along side of pool.,0,0,Fall: in climb or play area,False,False,False,Loss of Control by Rider,2007,"Clementon, NJ"
6479,911270,2002-09-21,NJ,Jackson,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - family/kiddie,Family Gravity Coaster,Zamperla,1,5.0,F,Patron's mother stated the train moved quickly upon start and patron complained of neck hurting after getting off ride.,Neck Discomfort,0,Body pain (normal motion),False,False,False,0,2002,"Jackson, NJ"
3372,920029,2005-06-13,CA,Pleasanton,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Mat slide,mat slide,In-house,1,0.0,U,Unknown,Unknown,0,Unknown (not enough info),False,False,False,0,2005,"Pleasanton, CA"
7852,919016,2002-06-02,CA,Clovis,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Water coaster,water coaster waterslide,0,1,0.0,U,Patron hit head at the end of the ride.,Head injury,0,Impact: hit something in participatory attraction,False,False,False,"State investigators issued 7 requirements to the water park for string of four unreported accidents on this slide, including instructions to implement operations and maintenance procedures in compliance with industry standards.",2002,"Clovis, CA"
5630,918556,2003-07-15,CA,San Dimas,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Tube slide,enclosed tube slide,Surf Coaster,1,12.0,M,"As guest was descending flume #2, he became stuck in the flume. Another tube with guests hit the back of his tube, causing him to flip out of the tube. Guest then walked out of the pool holding the back of his head.",head pain,0,Collision: patrons collided (participatory),False,False,False,0,2003,"San Dimas, CA"
8244,898607,2001-10-24,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,Mine Train,Arrow Dynamics,1,74.0,U,Guest hit the back of her head on the bar or piece of metal behind her.,Transported to ER,0,Impact: hit something within ride vehicle,False,False,False,0,2001,"Anaheim, CA"
227,917615,2007-12-05,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Train/tram,train,In-house,1,57.0,F,Guest miss-stepped while exiting the train and injured her right ankle.,0,0,Load/Unload: scrape or stumble,False,False,False,0,2007,"Anaheim, CA"
2391,918815,2005-11-21,CA,Los Angeles,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,other attraction,Simulator,motion simulator,Intamin AG,1,37.0,M,"Guest walked in to the *** First Aid Station with complaints of low-back pain and a headache. A *** nurse assessed the guest, who stated that he was recently involved in a motorcycle accident that left him with back and head injuries as well as visible bodily wounds on his arms. It appears that he did not have any treatment post-accident. The nurse's assessment indicated elevated blood pressure. The guest then became ill. Paramedics were dispatched and based upon their assessment the guest was transported to the hospital. The guest did not associate his injury/illness to the ride upon arrival at first aid. No information was provided as to dome or vehicle. His wife associated his injury/illness to the ride during a discussion with *** supervisor related to payment of the hospital fees. Guest was released at approximately 7:30 PM.","lower back pain and headache, illness",0,Body pain (normal motion),False,False,False,0,2005,"Los Angeles, CA"
8178,909417,2002-02-08,TX,0,P,Texas Dept. of Insurance,Carnival or rental,recreation,inflatable,Inflatable slide,Titanic Slide,Cutting Edge Creations,1,5.0,F,Fell from ride.,Scratch,0,Fall: in climb or play area,False,False,False,Father was taking child for further medical checkup.,2002,"0, TX"
4292,914258,2004-07-21,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,water park,float attraction,Lazy river,lazy river,In-house,1,14.0,F,Patient flipped off tube in Lazy River.,0,0,"Fall: patron fell off inner tube, mat or board",False,False,False,Loss of Control by Rider,2004,"Clementon, NJ"
4516,914115,2004-07-03,NJ,Pt. Pleasant Beach,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,spinning,Tornado-type,Tornado,"Wisdom Industries, Ltd.",1,44.0,F,"As stated by patron, as the *** came to a stop and the lap bars were released, patron's feet became caught underneath the lap bars on both sides of her. Patron pulled her feet out from the side, the lap bars left indentations and scrapes.",Injuries to feet,0,Load/Unload: hit or pinched by restraint,False,False,False,"Inadvertent Rider Mishap, Product failure",2004,"Pt. Pleasant Beach, NJ"
9103,898525,2001-07-25,CA,0,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Water slide - undefined,waterslide,WhiteWater West Industries Ltd.,1,21.0,U,"Guest was in runout pool at end of slide.  As she attempted to exit pool, she was hit in the back by another guest coming down a slide.","Complained of back and neck pain, and was transported to the hospital.",0,Collision: patrons collided (participatory),False,False,False,0,2001,"0, CA"
10896,905304,2000-08-09,NJ,0,F,New Jersey Dept. of Community Affairs,Water park,water park,aquatic play,Aquatic play area,water play structure,SCS Interactive,1,9.0,F,Guest stated she cut her heel on something sliding down orange slide.,Abrasion to right heel,0,Impact: hit something in participatory attraction,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
3648,916607,2005-04-11,PA,0,F,Pennsylvania Dept. of Agriculture,Amusement park,water park,water slide,Tube slide,tube slide,0,1,8.0,U,Patron got off slide and fell,Contusion/hematoma to medial calf,0,Load/Unload: scrape or stumble,False,False,False,0,2005,"0, PA"
3868,919953,2004-09-10,CA,Manteca,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Water slide - undefined,waterslide,0,1,0.0,U,Unknown,Unknown,0,Unknown (not enough info),False,False,False,0,2004,"Manteca, CA"
